color,title_year,movie_title,movie_facebook_likes,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,gross,genres,num_voted_users,num_critic_for_reviews,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,aspect_ratio,imdb_score
Color,2015,Magic Mike XXL??,41000,115,Gregory Jacobs,13,Matt Bomer,20000,Channing Tatum,17000,Kevin Nash,642,38963,66009973,Comedy|Drama|Music,38202,222,3,male bonding|male friendship|male objectification|muscular|stripper,135,English,USA,R,14800000,2.35,5.7
Color,2015,Broken Horses??,0,101,Vidhu Vinod Chopra,34,Mar??a Valverde,892,Chris Marquette,355,Chad Bishop,277,2055,,Action|Crime|Drama|Mystery|Thriller,1554,22,0,,20,English,USA,R,15000000,2.35,5.7
Color,2015,Hot Tub Time Machine 2??,0,99,Steve Pink,38,Adam Scott,3000,Gillian Jacobs,837,Collette Wolfe,390,4702,12282677,Comedy|Sci-Fi,28159,107,4,acid trip|gameshow|hot tub|time lord|time machine,96,English,USA,R,14000000,1.85,5.1
 Black and White,2015,Ex Machina??,109000,108,Alex Garland,232,Elina Alminas,149,Sonoya Mizuno,145,Corey Johnson,123,430,25440971,Drama|Mystery|Sci-Fi|Thriller,289508,489,0,artificial intelligence|robot|robot human relationship|turing test|video surveillance,611,English,UK,R,15000000,2.35,7.7
Color,2015,Room??,72000,118,Lenny Abrahamson,412,Joan Allen,805,Jacob Tremblay,681,Cas Anvar,491,2499,14677654,Drama,161288,421,0,based on novel|escape|imprisonment|kidnapping|mother son relationship,351,English,Ireland,R,13000000,2.35,8.3
Color,2015,The Vatican Tapes??,0,91,Mark Neveldine,83,Djimon Hounsou,3000,Alison Lohman,1000,Dougray Scott,794,7875,1712111,Horror|Thriller,7199,93,0,evil|injury|possession|priest|vatican,53,English,USA,PG-13,8495000,1.85,4.5
Color,2015,Paper Towns??,0,109,Jake Schreier,14,Nat Wolff,733,Cara Delevingne,558,Meg Crosbie,376,2753,31990064,Drama|Mystery|Romance,63390,191,2,based on novel|female neighbor|friendship|travel|trip,160,English,USA,PG-13,12000000,2.35,6.4
Color,2015,Project Almanac??,0,106,Dean Israelite,16,Gary Weeks,452,Jonny Weston,328,Sofia Black-D'Elia,265,1819,22331028,Sci-Fi|Thriller,57349,177,0,found footage|teenager|time machine|time travel|video footage,177,English,USA,PG-13,12000000,2.35,6.4
Color,2015,Home??,26000,94,Tim Johnson,12,Jim Parsons,17000,Matt Jones,523,April Winchell,183,17883,177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,70133,165,0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,214,English,USA,PG,135000000,1.85,6.7
Color,2015,10 Days in a Madhouse??,26000,111,Timothy Hines,0,Christopher Lambert,1000,Kelly LeBrock,445,Alexandra Callas,247,2059,14616,Drama,314,1,1,,10,English,USA,R,12000000,1.85,7.5
Color,2015,Dancin' It's On??,634,89,David Winters,49,Gary Daniels,551,Matt Marr,85,Ginger Jensen,84,895,,Family|Musical,105,3,6,,7,English,USA,PG,12000000,,2.8
Color,2015,A Tale of Three Cities??,4,130,Mabel Cheung,3,Wei Tang,215,Ching Wan Lau,27,Hailu Qin,2,244,,Drama,117,6,1,,6,Chinese,China,,12000000,2.35,6.2
Color,2015,Brooklyn??,36000,111,John Crowley,34,Julie Walters,838,Fiona Glascott,55,Eva Birthistle,54,995,38317535,Drama|Romance,73249,351,1,1950s|immigrant|irish|irish accent|torn between two worlds,212,English,UK,PG-13,11000000,1.85,7.5
Color,2015,Woman in Gold??,34000,109,Simon Curtis,64,Ryan Reynolds,16000,Frances Fisher,638,Elizabeth McGovern,553,17866,33305037,Biography|Drama|History,33856,203,2,art|jewish|justice|nazi|theft,147,English,UK,PG-13,11000000,2.35,7.3
Color,2015,Insidious: Chapter 3??,29000,97,Leigh Whannell,482,Lin Shaye,852,Hayley Kiyoko,542,Leigh Whannell,482,2426,52200504,Fantasy|Horror|Thriller,54190,242,0,demon|possession|psychic|supernatural|teenager,183,English,Canada,PG-13,10000000,2.35,6.1
Color,2015,Sinister 2??,13000,97,Ciar??n Foy,11,Laila Haley,1000,James Ransone,412,Jaden Klein,220,2403,27736779,Horror|Mystery|Thriller,25210,189,0,deputy|farmhouse|nightmare|private investigator|rural,126,English,USA,R,10000000,2.35,5.2
Color,2015,The Second Best Exotic Marigold Hotel??,21000,122,John Madden,108,Tina Desai,220,Celia Imrie,186,Ronald Pickup,111,583,33071558,Comedy|Drama,22369,158,6,sequel,100,English,UK,PG,10000000,2.35,6.6
Color,2015,The Gift??,15000,108,Joel Edgerton,0,Busy Philipps,1000,Allison Tolman,562,Wendell Pierce,458,3215,43771291,Mystery|Thriller,79909,297,1,compulsive liar|fired from a job|gift|rape|substance abuse,279,English,USA,R,5000000,2.35,7.1
Color,2015,Danny Collins??,0,106,Dan Fogelman,102,Al Pacino,14000,Jennifer Garner,3000,Melissa Benoist,970,18712,5348317,Comedy|Drama|Music,20810,139,0,entertainer|inspiration|lost opportunity|pregnant mother|rock star,100,English,USA,R,10000000,,7.1
Color,2015,Strangerland??,0,112,Kim Farrant,93,Nicholas Hamilton,147,Reef Ireland,52,Sean Keenan,51,285,,Drama|Mystery|Thriller,5637,84,0,australian|desert|mother daughter relationship|mother son relationship|promiscuity,57,English,Australia,R,10000000,2.39,5.2
Color,2015,Re-Kill??,898,88,Valeri Milev,6,Daniella Alonso,557,Roger Cross,290,Jesse Garcia,200,1702,,Action|Horror,1763,18,0,after dark|after dark horrorfest|fictional tv news show|outbreak,26,English,USA,R,9500000,1.78,5.1
,2015,Into the Grizzly Maze??,0,94,David Hackl,43,Scott Glenn,826,Michaela McManus,476,Luisa D'Oliveira,129,1586,,Action|Horror|Thriller,4486,48,4,bear|breasts|female nudity|grizzly|wilderness,38,English,USA,R,10000000,1.85,5.3
Color,2015,Heist??,0,93,Scott Mann,8,Robert De Niro,22000,Joshua Mikel,1000,D.B. Sweeney,558,24154,,Action|Crime|Thriller,16198,44,1,bus|die hard scenario,57,English,USA,R,19000000,2.35,6.1
Color,2015,The DUFF??,8000,101,Ari Sandel,17,Bella Thorne,35000,Romany Malco,966,Skyler Samuels,429,36892,34017854,Comedy,51326,132,4,cartoon on tv|generation y|high school|overalls|strong female character,116,English,USA,PG-13,8500000,2.35,6.5
Color,2015,Anomalisa??,0,90,Duke Johnson,26,Jennifer Jason Leigh,1000,Tom Noonan,442,David Thewlis,0,1442,3442820,Animation|Comedy|Drama|Romance,31489,328,0,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,140,English,USA,R,8000000,2.35,7.3
Color,2015,Pound of Flesh??,0,104,Ernie Barbarash,249,Darren Shahlavi,294,Aki Aleong,284,Brahim Achabbakhe,96,835,,Action|Thriller,4099,36,0,fighting|hand to hand combat|jujitsu|kickboxing|organ,29,English,Canada,R,7500000,1.85,5.1
Color,2015,Dope??,23000,103,Rick Famuyiwa,44,Kimberly Elise,637,Rick Fox,256,Kiersey Clemons,190,1342,17474107,Comedy|Crime|Drama,56605,180,3,african american|geek|hip hop|party|tomboy,89,English,USA,R,7000000,2.35,7.3
Color,2015,Freeheld??,0,103,Peter Sollett,6,Steve Carell,7000,Josh Charles,1000,Luke Grimes,935,9660,532988,Biography|Drama|Romance,5863,133,0,cancer|gay bar|lesbian kiss|partner|public hearing,25,English,USA,PG-13,7000000,1.85,6.5
Color,2015,Criminal Activities??,0,94,Jackie Earle Haley,0,Rex Baker,15000,Edi Gathegi,725,Travis Aaron Wade,493,17377,,Crime|Drama|Thriller,5255,46,3,african american gangster|falling to death|in over one's head|murder|surveillance,38,English,USA,,7000000,2.35,5.8
Color,2015,Goddess of Love??,84,93,Jon Knautz,10,Rachel Alig,397,Monda Scott,77,Alexis Kendra,34,546,,Drama|Horror|Mystery|Thriller,522,12,0,female nudity|hallucination|sex scene|strip club|stripper,5,English,USA,,,2.35,5.4
Color,2015,The Gift??,15000,108,Joel Edgerton,0,Busy Philipps,1000,Allison Tolman,562,Wendell Pierce,458,3215,43771291,Mystery|Thriller,79916,297,1,compulsive liar|fired from a job|gift|rape|substance abuse,279,English,USA,R,5000000,2.35,7.1
Color,2015,The Lazarus Effect??,0,83,David Gelb,26,Olivia Wilde,10000,Mark Duplass,830,Donald Glover,801,11771,25799043,Horror|Sci-Fi|Thriller,28513,152,0,electrocuted|experiment|hell|serum|university,126,English,USA,PG-13,3300000,2.35,5.2
Color,2015,No Escape??,16000,103,John Erick Dowdle,66,Sterling Jerins,155,Claire Geare,78,Sahajak Boonthanakit,13,259,27285953,Action|Thriller,48675,203,0,asia|fictional country|hotel|rebellion|revolution,214,English,USA,R,5000000,1.85,6.8
Color,2015,90 Minutes in Heaven??,0,121,Michael Polish,35,Hayden Christensen,4000,Bobby Batson,849,Cynthia Barrett,473,6617,4700361,Drama,2047,12,0,heaven|hospital|praying|pronounced dead|recovery,29,English,USA,PG-13,5000000,2.35,4.6
Color,2015,Green Room??,10000,95,Jeremy Saulnier,57,Alia Shawkat,727,Mark Webber,442,Joe Cole,233,1836,3219029,Crime|Horror|Music|Thriller,28845,322,0,murder|neo nazi|punk band|skinhead|suspense,125,English,USA,R,5000000,2.35,7.1
Color,2015,The Visit??,27000,94,M. Night Shyamalan,0,Ocean James,432,Patch Darragh,309,Olivia DeJonge,99,1010,65069140,Horror|Thriller,65299,371,,farm|handheld camera|impostor|rap|rock paper scissors,455,English,USA,PG-13,5000000,1.85,6.2
Color,2015,Area 51??,0,91,Oren Peli,110,Glenn Campbell,46,Sandra Staggs,21,Jelena Nik,14,117,,Horror|Sci-Fi|Thriller,7888,56,0,alien|alien abduction|conspiracy|secret base|ufo,55,English,USA,R,5000000,,4.2
Color,2015,Christmas Eve??,0,95,Mitch Davis,7,Gary Cole,989,Jon Heder,970,Cheryl Hines,541,3514,,Comedy,1091,6,7,,15,English,USA,PG,,,5.1
Color,2015,Running Forever??,49,88,Mike Mayhall,14,David Raizor,784,Cody Howard,763,Martin Kove,668,3021,,Family,8,,2,,,English,USA,,5000000,,8.6
Color,2015,Navy Seals vs. Zombies??,0,97,Stanton Barrett,20,Mikal Vega,741,Michael Dudikoff,615,Ed Quinn,538,2849,,Action|Horror,928,21,1,building|infection|navy seal|shot through the head|zombie,14,English,USA,,,,3.4
Color,2015,R.L. Stine's Monsterville: The Cabinet of Souls??,224,85,Peter DeLuise,358,Katherine McNamara,19000,Dove Cameron,570,Braeden Lemasters,212,20397,,Comedy,917,5,3,cabinet|carnival|halloween|soul|temptress,4,English,USA,PG,4400000,1.78,5.9
Color,2015,Pan??,24000,111,Joe Wright,456,Hugh Jackman,20000,Cara Delevingne,559,Nonso Anozie,394,21404,34964818,Adventure|Family|Fantasy,39975,256,4,1940s|child hero|fantasy world|orphan|reference to peter pan,186,English,USA,PG,150000000,2.35,5.8
Color,2015,Maggie??,22000,95,Henry Hobson,9,Joely Richardson,584,J.D. Evermore,430,David A Cole,428,1885,131175,Drama|Horror,30219,256,2,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,200,English,USA,PG-13,8500000,2.35,5.6
Color,2015,The Boy Next Door??,8000,91,Rob Cohen,357,Ryan Guzman,3000,Hill Harper,465,Adam Hicks,326,4807,35385560,Mystery|Thriller,27198,149,1,adultery|argument|older woman younger man relationship|oral sex|sex scene,131,English,USA,R,4000000,2.35,4.6
Color,2015,Zipper??,987,103,Mora Stephens,5,Ray Winstone,1000,Alexandra Breckenridge,1000,Elena Satine,842,3408,,Drama|Thriller,4091,35,0,escort|f word|no opening credits|one word title|prosecutor,20,English,USA,R,4500000,2.35,5.7
Color,2015,Chain of Command??,358,88,Kevin Carraway,2,Michael Jai White,2000,Max Ryan,872,Jon Osbeck,6,2886,,Action|Thriller,801,11,3,army|michael jai white|ohio|steve austin,14,English,USA,R,5000000,1.33,3.5
Color,2015,The Witch??,43000,92,Robert Eggers,22,Julian Richings,648,Kate Dickie,191,Ralph Ineson,159,1122,25138292,Horror|Mystery,66483,425,0,black magic|goat|isolation|naked woman|witch,452,English,USA,R,3500000,1.66,6.8
Color,2015,Time to Choose??,121,100,Charles Ferguson,117,Jane Goodall,21,Jerry Brown,3,Peter Agnefjall,0,24,29233,Documentary,75,6,0,,2,English,USA,,3500000,,7
Color,2015,Slow West??,0,84,John Maclean,85,Michael Fassbender,13000,Kodi Smit-McPhee,884,Ben Mendelsohn,748,14696,229094,Western,27650,246,2,american west|bounty hunter|frontier|horse riding|outlaw,88,English,UK,R,,1.66,6.9
Color,2015,Demonic??,0,83,Will Canon,8,Frank Grillo,798,Scott Mechlowicz,634,Aaron Yoo,617,4756,,Horror|Thriller,7358,58,1,death|detective|house|missing|supernatural,39,English,USA,R,3000000,,5.3
Color,2015,AWOL-72??,398,82,Christian Sesma,9,Bokeem Woodbine,904,Brooke Newton,779,Brett Wagner,648,4092,,Thriller,520,6,4,police officer|police officer taken hostage,8,English,USA,R,3000000,,3.9
Color,2015,Cinderella??,56000,105,Kenneth Branagh,0,Hayley Atwell,2000,Derek Jacobi,520,Lily James,502,4671,201148159,Drama|Family|Fantasy|Romance,103749,343,1,dress|duke|fairy godmother|fairy tale|pumpkin,323,English,USA,PG,95000000,2.35,7
Color,2015,Close Range??,968,80,Isaac Florentine,81,Anthony L. Fernandez,640,Nick Chinlund,277,Scott Evans,214,1517,,Action|Crime,2425,28,1,corrupt sheriff|drug cartel|flash drive|niece|sheriff,31,English,USA,,3000000,,4.9
Color,2015,Unnatural??,369,89,Hank Braxtan,6,Q'orianka Kilcher,679,Gregory Cruz,234,Allegra Carpenter,29,964,,Action|Horror|Thriller,859,14,0,alaska|climate change|global|polar bear|scientific,17,English,USA,R,3000000,2.35,4
Color,2015,Sardaar Ji??,50,141,Rohit Jugraj,2,Bhavkhandan Singh Rakhra,258,Neeru Bajwa,85,Diljit Dosanjh,32,434,,Romance,745,1,2,,8,Panjabi,Canada,,3000000,,6.6
Color,2015,Stung??,0,87,Benni Diez,2,Clifton Collins Jr.,968,Cecilia Pillado,625,David Masterson,577,3157,,Comedy|Horror,3119,95,0,catering|monster|one word title|party|wasp,23,English,Germany,Not Rated,2500000,2.35,5
,2015,The Rise of the Krays??,0,110,Zackary Adler,0,Simon Merrells,490,Kevin Leslie,159,Kris Sommerville,109,881,,Crime|Drama,1510,10,0,,26,English,UK,R,2500000,,5
Color,2015,Do You Believe???,13000,120,Jon Gunn,16,Alexa PenaVega,2000,Delroy Lindo,848,Madison Pettis,835,6752,12985267,Drama,4977,11,5,belief|faith|pastor|question in title|three word title,63,English,USA,PG-13,2300000,,5.9
Color,2015,Eden??,452,90,Shyam Madiraju,0,Jessica Lowndes,1000,Ethan Peck,800,Brad Schmidt,708,3799,,Drama|Thriller,1351,5,2,flare gun|island|plane crash|soccer team|stranded,4,English,Spain,R,,,4.8
Color,2015,Mi America??,305,125,Robert Fontaine,7,Michael Derek,128,Arturo Castro,22,Brad Lee Wind,17,214,3330,Crime|Drama,22,4,0,,1,English,USA,R,2100000,2.35,7.2
Color,2015,Sharkskin??,14,100,Dan Perri,0,Travis Myers,749,David Proval,354,Carmen Argenziano,338,1814,,Comedy|Drama|Mystery|Romance|Thriller,6,1,0,,1,English,USA,,2100000,2.39,6.7
Color,2015,Containment??,275,77,Neil Mcenery-West,0,Walter Hendrix III,846,Michael Chapman,366,Louise Brealey,260,2044,,Horror|Sci-Fi|Thriller,1355,33,0,hazmat suit,21,English,UK,,,,4.8
Color,2015,The Timber??,380,81,Anthony O'Brien,7,James Ransone,412,Maria Doyle Kennedy,308,Shaun O'Hagan,106,1020,,Adventure|Drama|Western,1274,19,1,,17,English,USA,,2100000,2.35,5.5
Color,2015,We Are Your Friends??,0,96,Max Joseph,31,Vanessa Lengies,804,Emily Ratajkowski,625,Jonny Weston,328,3013,3590010,Drama|Music|Romance,20885,158,0,box office flop|critically bashed|male objectification|narcissism|wannabe dj,60,English,UK,R,2000000,1.85,6.1
Color,2015,Captive??,0,97,Jerry Jameson,5,David Oyelowo,1000,Leonor Varela,426,Sydelle Noel,349,2739,2557668,Crime|Drama|Thriller,3911,39,1,auto theft|based on true story|drug addict|kidnapping|violence,22,English,USA,PG-13,2000000,1.85,5.3
Color,2015,The Diary of a Teenage Girl??,0,102,Marielle Heller,22,Alexander Skarsg??rd,10000,David Fine,1000,Austin Lyon,80,11184,1477002,Drama|Romance,16645,168,3,1970s|mother's boyfriend|overalls|phone booth|sexual promiscuity,72,English,USA,R,2000000,2.35,6.9
Color,2015,Stonewall??,0,129,Roland Emmerich,776,Jeremy Irvine,25000,Caleb Landry Jones,463,Matt Craven,256,26176,186354,Drama,1758,74,0,box office flop|critically bashed|gay rights|new york city|stonewall riots,30,English,USA,R,13500000,2.35,4.5
Color,2015,Circle??,0,87,Aaron Hann,0,Jordi Vilasuso,160,Michael McLafferty,152,Kaiwi Lyman-Mersereau,94,776,,Drama|Horror|Mystery|Sci-Fi|Thriller,13279,29,0,alien abduction|debate|lesbian|pregnant|spaceship,59,English,USA,Not Rated,,,6
Color,2015,"To Be Frank, Sinatra at 100??",0,81,Simon Napier-Bell,0,Alice Cooper,674,Tim Rice,27,Louis Walsh,8,712,,Documentary,7,,0,,,English,UK,,2000000,,7.4
Color,2015,The Walking Deceased??,0,88,Scott Dow,6,Trenton Rostedt,680,Wray Crawford,418,Dave Sheridan,233,1425,,Comedy|Horror,2348,23,0,zombie|zombie spoof,25,English,USA,R,1250000,,3.4
Color,2015,The Curse of Downers Grove??,0,89,Derick Martini,20000,Kevin Zegers,2000,Bella Heathcote,860,Tom Arnold,618,4968,,Drama|Horror|Mystery|Thriller,1040,32,1,,22,English,USA,,2000000,,4.5
Color,2015,Shark Lake??,728,92,Jerry Dugan,3,Melissa Bolona,11000,Michael Aaron Milligan,1000,James Chalke,412,13583,,Thriller,838,18,0,blood|daughter|jail|police|shark,17,English,USA,Not Rated,2000000,,3.4
Color,2015,The Marine 4: Moving Target??,620,90,William Kaufman,58,Paul McGillion,405,Mike 'The Miz' Mizanin,217,David Lewis,164,1204,,Action|Thriller,2032,23,2,killed in police car|mercenary|police officer shot in the leg|police officer shot through the heart|whistleblower,15,English,USA,R,1950000,1.78,5.2
Color,2015,Abandoned??,213,86,John Laing,0,Siobhan Marshall,42,Peter Feeney,40,Rachel Nash,3,90,,Drama,333,,5,boat|one word title|sea|storm|survivor,6,English,New Zealand,,,,6.3
Color,2015,Brotherly Love??,1000,89,Jamal Hill,47,Logan Browning,628,Adam Ratcliffe,606,Faizon Love,585,4249,444044,Drama,744,10,6,basketball|burglary|police|robbery|teenage girl,19,English,USA,R,1900000,1.85,7.2
Color,2015,Vaalu??,82,155,Vijay Chandar,0,Hansika Motwani,141,T.R. Silambarasan,77,Brahmanandam,61,349,,Comedy|Romance,563,3,2,,6,Tamil,India,,150000000,,5.1
Color,2015,Road Hard??,212,98,Adam Carolla,102,Jay Mohr,563,Jim O'Heir,485,David Alan Grier,360,2628,105943,Comedy,1351,14,0,girl in panties|panties|red panties|stand up comedy,11,English,USA,,1500000,,6.1
Color,2015,Me You and Five Bucks??,132,93,Jaime Zevallos,228,Angela Sarafyan,310,Jaime Zevallos,228,Michael Elian,134,771,,Comedy|Drama|Romance,7,,1,,,English,USA,,1500000,,7.6
Color,2015,Growing Up Smith??,232,102,Frank Lotito,5,Brighton Sharbino,3000,Jake Busey,660,Tim Guinee,259,4320,,Comedy|Drama|Family,108,,,adolescence|girl next door|growing vegetables|high standards|sent away,1,English,USA,PG-13,2000000,1.85,8.2
Color,2015,Checkmate??,402,97,Timothy Woodward Jr.,764,Katrina Law,835,Johnny Messner,522,Michael Par??,492,2882,,Action|Crime|Thriller,735,6,3,,18,English,USA,,1500000,2.35,3.1
Color,2015,#Horror??,750,101,Tara Subkoff,37,Timothy Hutton,501,Balthazar Getty,418,Lydia Hearst,56,1044,,Drama|Horror|Mystery|Thriller,1547,35,1,bullying|cyberbullying|girl|internet|throat slitting,42,English,USA,Not Rated,1500000,,3.3
Color,2015,Wind Walkers??,135,93,Russell Friedenberg,9,Rudy Youngblood,708,Glen Powell,571,Kiowa Gordon,485,2870,,Action|Horror|Thriller,133,27,,after dark horrorfest,2,English,USA,R,2000000,,3.6
Color,2015,The Second Mother??,0,112,Anna Muylaert,9,Alex Huszar,61,Regina Cas??,9,Luis Miranda,4,76,375723,Comedy|Drama,7025,111,1,brazil|exam|housekeeper|northeast region of brazil|portuguese language,26,Portuguese,Brazil,R,4000000,2.35,7.9
Color,2015,The Wicked Within??,479,84,Jay Alaimo,2,William McNamara,10000,Sabrina Carmichael,500,Patrick Muldoon,475,11257,,Horror,742,9,0,after dark horrorfest,7,English,USA,R,1200000,,4.6
Color,2015,Bleeding Hearts??,242,100,Dylan Bank,0,Seregon O'Dassey,498,Deirdre Lorenz,350,Dustin Diamond,312,1810,,Horror,71,7,1,bare breasts|bra and panties|nudity|syringe,2,English,USA,,1200000,,4.2
Color,2015,Departure??,75,109,Andrew Steggall,0,Juliet Stevenson,202,Alex Lawther,47,Niamh Cusack,30,283,,Drama|Family|Romance,162,29,0,france|gay|language|male masturbation|masturbation,5,English,UK,,1100000,1.85,7
Color,2015,Goosebumps??,35000,103,Rob Letterman,11,Odeya Rush,2000,Dylan Minnette,1000,Ken Marino,543,5497,80021740,Adventure|Comedy|Family|Fantasy|Horror,47988,218,4,based on book|blob|ferris wheel|manuscript|monster,154,English,USA,PG,58000000,2.35,6.4
Color,2015,Creative Control??,793,97,Benjamin Dickinson,4,Nora Zehetner,446,Alexia Rasmussen,171,Meredith Hagner,150,928,62480,Drama|Sci-Fi,1048,36,1,art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction,7,English,USA,R,1000000,2.39,5.5
Color,2015,Karachi se Lahore??,259,,Wajahat Rauf,3,Rasheed Naz,7,Ayesha Omar,5,Javed Sheikh,4,19,,Comedy|Family,876,6,9,pakistan|road trip,15,Urdu,Pakistan,,1000000,,7
Color,2015,Fear Clinic??,936,95,Robert Hall,53,Angelina Armani,677,Kevin Gage,366,Fiona Dourif,253,1825,,Horror,6256,39,0,bare breasts|based on web series|claustrophobia|doctor|phobia,19,English,USA,R,1000000,2.35,5.2
Color,2015,The Horror Network Vol. 1??,52,97,Brian Dorton,171,Javier Botet,1000,Brian Dorton,171,Jan Cornet,76,1343,,Horror,139,10,0,anthology,3,English,USA,,3000000,,7.3
Color,2015,American Hero??,549,86,Nick Love,63,Eddie Griffin,489,Christopher Berry,207,Michelle Tabora,175,1278,,Action|Comedy|Drama|Sci-Fi,2706,16,2,father son relationship|female nudity|mother daughter relationship|reconciliation|superhero,23,English,USA,,990000,,4.9
Color,2015,Windsor Drive??,312,90,Natalie Bible',8,Tommy O'Reilly,1000,Samaire Armstrong,806,Matt Cohen,487,3336,,Mystery|Thriller,169,7,1,,6,English,USA,,100000,,3.2
Color,2015,Adulterers??,158,91,H.M. Coakley,0,Mehcad Brooks,696,Steffinnie Phrommany,320,Danielle Savre,137,1210,,Crime|Drama|Thriller,514,8,3,cheating husband|female nudity|male nudity|male rear nudity|revenge,1,English,USA,,750000,2.35,4.9
Color,2015,Walter??,0,94,Anna Mastro,7,Leven Rambin,956,Justin Kirk,945,Virginia Madsen,912,4767,,Comedy|Drama,1432,10,2,based on short film|based on short story,19,English,USA,,700000,,5.3
Color,2015,They Will Have to Kill Us First??,34,105,Johanna Schwartz,0,Aliou Tour??,0,Garba Tour??,0,Khaira Arby,0,0,,Documentary,74,22,3,,2,French,UK,,400000,,7.7
Color,2015,Julija in alfa Romeo??,18,83,Blaz Zavrsnik,0,Dario Nozic Serini,0,Spela Colja,0,Andrej Nahtigal,0,0,,Comedy,86,2,6,,2,Slovenian,Slovenia,,500000,2.35,6.4
Color,2015,Home??,26000,94,Tim Johnson,12,Jim Parsons,17000,Matt Jones,523,April Winchell,183,17883,177343675,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,70136,165,0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,214,English,USA,PG,135000000,1.85,6.7
Color,2015,America Is Still the Place??,337,90,Patrick Gilles,0,Emma Caulfield,970,Dylan Baker,812,Mike Colter,569,3359,,History,22,,0,,,English,USA,,,,7.5
Color,2015,Subconscious??,353,122,Georgia Hilton,406,Mike Beckingham,358,Tim Abell,317,Tom Stedham,152,1038,,Action|Mystery|Thriller,292,1,0,military|submarine|suspense|time travel|world war two,16,English,USA,R,,,2.2
Color,2015,Diamond Ruff??,62,82,Alec Asten,5,Luis Sanchez,472,Dennis L.A. White,251,Fredro Starr,237,1752,,Action,53,1,6,prison|prisoner|reverend|terminal illness|two word title,5,English,USA,R,500000,,4.3
Color,2015,Censored Voices??,111,84,Mor Loushy,0,Amos Oz,3,,,,,3,34151,Documentary|History,186,23,0,,3,Hebrew,Israel,,450000,1.78,7.2
Color,2015,Rotor DR1??,240,98,Chad Kapper,0,Tom E. Nicholson,196,Natalie Welch,3,Christian Kapper,0,199,,Family|Sci-Fi,209,4,2,drone|playing with gun|post apocalypse|road trip|working class family,8,English,USA,,350000,2.35,3.4
Color,2015,The Looking Glass??,175,110,John D. Hancock,44,Trish Basinger,644,Elizabeth Stenholt,503,Mary Norwood,221,1440,1711,Drama|Music,82,4,0,,1,English,USA,,,,6.6
Color,2015,Bizarre??,114,98,??tienne Faure,77,Rumi Missabu,19,Pierre Prieur,0,Raquel Nave,0,19,,Drama|Musical|Romance,569,9,0,full frontal nudity|group shower|male full frontal nudity|male nudity|shower,1,English,France,Unrated,500000,1.78,4.3
Color,2015,Teeth and Blood??,85,96,Al Franklin,0,Marshal Hilton,471,Steffinnie Phrommany,320,Clint Jung,270,1399,,Horror,24,,0,blood|teeth,2,English,USA,,300000,16,4.3
Color,2015,Western Religion??,244,105,James O'Brien,7,Mark Fantasia,814,Vivian Lamolli,755,Greg Jackson,494,2970,,Adventure|Drama|Fantasy|Thriller|Western,146,5,0,arizona|gambling|gunfighter|poker game|year 1879,4,English,USA,,250000,,4
Color,2015,Shooting the Warwicks??,47,95,Adam Rifkin,89,Marri Savinar,471,Adam Rifkin,89,Bethany Blakey,45,705,,Comedy|Drama,81,4,0,family relationships|husband wife relationship|nudity|reality|reality spoof,1,English,USA,,250000,,6.2
Color,2015,The World Is Mine??,34,104,Nicolae Constantin Tanase,0,Iulia Ciochina,0,Ana Maria Guran,0,Ana Vatamanu,0,0,,Drama,354,5,1,,1,Romanian,Romania,,168000,,6.5
Color,2015,Heroes of Dirt??,197,98,Eric Bugbee,0,Joel Moody,52,Bill Allen,36,Lia Tucker,21,130,,Action|Drama|Sport,53,2,0,bike|bmx|drugs|troubled teen|youth,1,English,USA,PG-13,,,7.1
Color,2015,Antarctic Edge: 70?? South??,215,72,Dena Seidel,0,Naderev Sano,0,Hugh Ducklow,0,Mike Brett,0,0,4914,Adventure|Documentary,123,5,0,,2,English,USA,,150000,,7
Color,2015,Romantic Schemer??,0,,Valentine,0,Diane Sorrentino,17,Valentine,0,,,17,,Romance,172,,2,,,English,USA,PG-13,125000,,5.1
Color,2015,The Gallows??,0,81,Travis Cluff,3,Pfeifer Brown,220,Cassidy Gifford,40,Reese Mishler,7,276,22757819,Horror|Thriller,13521,159,0,breaking and entering|gallows|hanging|high school|stage,150,English,USA,R,100000,1.85,4.2
Color,2015,Queen Crab??,34,80,Brett Piper,7,Michelle Simone Miller,118,Steve Diasparra,15,A.J. DeLucia,3,138,,Action|Sci-Fi|Thriller,48,18,0,,18,English,USA,,75000,,4.5
Color,2015,Counting??,5,111,Jem Cohen,6,,,,,,,0,,Documentary,61,12,0,city|city symphony|diary|essay|surveillance,1,English,USA,,50000,1.78,6
